# Constructed from biom file
#OTU ID	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112479	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112494	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112523	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538
d:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales;Other;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11251687373e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.7935611156e-05	0.0	0.0	0.0	0.0	0.0	3.37543627514e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87972841901e-05	0.0	0.0	0.0	0.0	1.46144702742e-05	0.0	0.0	0.0	3.23761679028e-05	0.0	0.0	0.0	1.42957212906e-06	0.0	0.0	0.0	2.0318136872e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.68400290815e-05	0.0	0.0	0.0	0.0
d:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales,f:Methanobacteriaceae;Other;Other;Other;Other;Other	0.0	3.07399686837e-05	0.00013785186689	1.78187212395e-05	0.0	0.000140731904086	7.28748774791e-06	9.01184229644e-05	9.27590691726e-05	0.000111963394308	4.56891270262e-05	1.89999382502e-05	0.000100959604759	3.84390540789e-05	3.13046657726e-05	8.78635353776e-05	0.000244372702	2.66531623977e-05	1.35255539982e-05	7.17685750529e-05	2.4870672503e-05	8.63078516453e-05	0.000757785443769	4.85820556845e-05	0.000217666796406	5.24854352917e-05	6.73100820147e-05	0.00028460394312	7.54397057133e-05	7.53948806876e-05	0.000125715077937	1.24461358897e-05	0.00010587479498	0.000344822181471	0.00125121241513	3.57411388451e-05	3.5594873389e-05	0.00014294439463	2.00368009244e-05	0.000138025552589	1.94976839537e-05	2.77525948676e-05	0.00010056315366	0.00021314310536	5.14807140375e-05	0.0	5.42553644992e-05	1.14365770325e-05	7.02545068929e-05	0.000149345227851	0.000144540230188	0.000440226298893	1.56551221323e-05	7.96953724085e-06	1.12636966551e-05	3.14283559198e-05	0.000113460063291	8.17130909178e-05	5.11598773822e-05	0.000187360116326	4.3203561356e-05	1.75123169963e-05	0.000431046833363	7.26067814734e-05
d:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales,f:Methanobacteriaceae,g:Methanobrevibacter;Other;Other;Other;Other;Other	0.000460364655723	0.00119885877866	0.00178956787199	0.000445468030987	0.000404127223193	0.000919666629029	0.000940085919481	0.00150442591806	0.00256370278415	0.00287302294827	0.00137690414629	0.0015983698053	0.00259238210931	0.0017762046239	0.00159528576777	0.00301037208115	0.00460945206708	0.00222789080983	0.00253942276317	0.00276488435391	0.00235166025556	0.00503970161176	0.0208770733617	0.0113551668201	0.00673291361764	0.00739669741647	0.00215651147378	0.0112689608907	0.00566516266237	0.00699758736382	0.00806103878251	0.00466038643869	0.00367152255133	0.025310843762	0.0290785645005	0.00246613858031	0.00735627383373	0.00875859290736	0.00507265010068	0.00412452827738	0.0026391507923	0.00588586282817	0.00519236840229	0.00525303324223	0.00645010446295	0.00161217565262	0.00233168887907	0.00272619405012	0.00368769883351	0.00484020771788	0.00683981249862	0.0106918551362	0.00128148356883	0.00182502402815	0.00335658160323	0.0104483569256	0.00590485633736	0.00899805330578	0.0127554018608	0.0169479444355	0.00397818392966	0.00183295584561	0.0134322166397	0.00305938574663
d:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales,f:Methanobacteriaceae,g:Methanosphaera;Other;Other;Other;Other;Other	8.79677686096e-06	9.2219906051e-05	0.000120307083831	3.78647826339e-05	0.0	1.63641748938e-06	6.74092616682e-05	2.39089693579e-05	8.68382775233e-05	0.000200689103004	6.02265765345e-05	1.66249459689e-05	0.000107473127647	5.44553266118e-05	1.87827994636e-05	0.000129703314129	0.000329566854991	6.27133232887e-05	1.18348597485e-05	0.000141742935729	5.66498651457e-05	0.000226769649421	0.0014733779341	0.000117307890555	0.000444556762151	0.000171202491309	3.10661916991e-05	0.00036930749762	0.000185006897345	4.39803470678e-05	0.000355996902944	0.000129992974848	8.07519622727e-05	0.000828468877559	0.00244665373424	5.69210729755e-05	6.88167552188e-05	0.000415838238925	0.000161964140805	0.000331261326214	2.92465259305e-05	9.25086495587e-06	0.000101836104973	0.000547696840356	0.000210212915653	1.6997796824e-05	0.000133054822462	4.00280196137e-05	7.55567338282e-05	0.000200549305971	0.000388254048973	0.000916573730004	1.78915681512e-05	5.5786760686e-05	0.000154312644175	0.000394425866794	0.000144291602229	0.00032845458114	0.000561375951816	0.00161292621881	8.64071227119e-05	1.75123169963e-05	0.000827211264026	6.60061649758e-05
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Thermoplasmatales,f:Thermoplasmatales_Incertae_Sedis_250;Other;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.00013846226721	0.0	0.0	0.0	4.15355700238e-06	0.0	0.0	0.000169772488849	0.0	0.0	0.0	0.0	0.0	0.0	0.000146460626962	0.0	0.0	0.0	0.0	0.000112468789911	0.0	0.0	3.59236693873e-06	0.0	0.0	0.000338811476997	0.0	0.0	0.0	0.0	0.0	0.0	0.000128569472598	1.62383003046e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25757076356e-06	8.94578407561e-06	3.50659638597e-05	3.60438292964e-05	1.88570135519e-05	0.0	1.60221746898e-05	0.0	1.62921840284e-05	0.0	0.0	0.0	0.0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Thermoplasmatales,f:Thermoplasmatales_Incertae_Sedis_250,g:Unknown_Genus_1000082;Other;Other;Other;Other;Other	0.000639232451896	0.000178676067974	0.000270690938621	0.00084861659903	0.000488895372448	0.000188188011278	0.000455467984244	0.000704395020313	0.00031577555463	0.000834444165123	0.00114222817565	0.000881122136353	0.000122128554144	0.000871285225789	0.000862756588693	0.000276142539758	0.00055376199444	0.000311998783362	0.00101272585562	8.61222900635e-05	0.000627293628686	0.000531385596404	0.000162020941207	0.000574690170902	7.74746224496e-05	0.000422382788776	0.000346905807307	0.00012197311848	0.000928626853661	0.000612583405587	4.46464762769e-05	0.00140088173958	0.000130997627687	0.000102998833426	0.0	0.000357411388451	6.88167552188e-05	0.0	0.000537654158137	0.000146144702742	1.53196088208e-05	1.85017299117e-05	0.0	0.0	0.0	0.000121599623433	0.0	0.0	1.85577942736e-05	9.5296478724e-05	1.47705344718e-05	0.00030477205308	0.000816302796899	0.000146639485232	6.30767012687e-05	2.35712669399e-05	7.27624318931e-05	0.000166630616774	0.000293132270406	1.01826150177e-05	0.000312793784217	0.000410080089663	1.24580009642e-06	0.000103959709837
d:Bacteria;Other;Other;Other;Other;Other	0.00322841710797	0.00519505470754	0.0053661972184	0.00443463424847	0.00572480710318	0.00526599148081	0.00601035552009	0.00356427558582	0.0044544089175	0.00691426772771	0.00538924021059	0.00589473084212	0.00361337682195	0.00612622424383	0.00586398999252	0.00784077453798	0.00716079275401	0.00229373979929	0.00673741658537	0.00317575944609	0.00649539063536	0.0105312502115	0.00330961526777	0.00721858251781	0.00224676405104	0.00663565860474	0.00147823295502	0.00484165517522	0.00550350615013	0.00288542491298	0.0029337434543	0.0104782635151	0.0010802818064	0.00295114048817	0.00012851600388	0.00266999544631	0.00165041562947	0.000197089998657	0.0057188369305	0.00289041745422	0.000725592381419	0.00140150604081	3.81885393647e-05	0.00302177567093	0.000115831606584	0.00222409633828	2.19605046782e-05	4.86054523881e-05	0.00059915164369	0.00271097146937	0.000921048328134	0.00596450195731	0.00472672866095	0.00420950957062	0.0032923785323	0.000828137178488	0.00103840623142	0.00392222836406	0.00431817019094	0.00348245433606	0.00251444727092	0.00333901510729	0.000210540216296	0.00285806694345
d:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae__Subgroup_1_;Other;Other;Other;Other;Other	2.93225895365e-06	3.84249608546e-06	0.0	0.0	1.97135230826e-06	1.63641748938e-06	3.64374387396e-06	0.0	0.0	2.11251687373e-06	2.07677850119e-06	0.0	1.62838072193e-06	4.80488175987e-06	1.2521866309e-06	1.04599446878e-05	0.0	4.70349924666e-06	0.0	1.79421437632e-06	0.0	0.0	0.0	0.0	7.37853547139e-06	9.99722576985e-06	0.0	3.38814218e-06	1.79618346936e-06	1.57072668099e-06	1.52737945158e-05	0.0	0.0	0.0	0.0	1.32374588315e-06	0.0	0.0	1.66973341036e-06	4.87149009139e-06	0.0	0.0	1.27295131216e-06	2.6980139919e-06	0.0	0.0	0.0	1.42957212906e-06	0.0	5.68934201337e-06	2.11007635311e-06	0.0	3.35466902835e-06	0.0	0.0	1.57141779599e-06	0.0	1.60221746898e-06	1.38269938871e-06	0.0	0.0	0.0	0.0	1.6501541244e-06
d:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae__Subgroup_1_,g:uncultured_335;Other;Other;Other;Other;Other	1.46612947683e-06	3.84249608546e-06	0.0	2.22734015493e-06	7.88540923303e-06	1.63641748938e-06	1.82187193698e-06	0.0	0.0	2.11251687373e-06	1.86910065107e-05	0.0	1.62838072193e-06	3.20325450658e-06	1.2521866309e-06	0.0	0.0	1.56783308222e-06	0.0	1.43537150106e-05	0.0	0.0	0.0	0.0	1.84463386785e-06	2.49930644246e-06	0.0	0.0	0.0	0.0	1.17490727044e-06	2.76580797548e-06	0.0	2.23910507448e-06	2.42483026188e-06	0.0	0.0	2.16582416107e-06	1.66973341036e-06	0.0	2.78538342195e-06	2.31271623897e-06	1.01836104973e-05	0.0	0.0	1.30752283262e-06	2.58358878567e-06	5.71828851625e-06	2.65111346766e-06	0.0	3.16511452967e-06	2.25757076356e-06	2.2364460189e-06	0.0	0.0	0.0	1.23326155751e-06	0.0	2.76539877742e-06	0.0	1.38251396339e-05	4.37807924907e-06	2.49160019285e-06	1.6501541244e-06
d:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_2,f:Unknown_Family_1002137,g:Unknown_Genus_1000148;Other;Other;Other;Other;Other	0.0	1.92124804273e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.57887777315e-05	0.0	0.0	0.0	0.0	0.0	1.2521866309e-06	0.0	2.24195139449e-06	1.56783308222e-06	1.69069424978e-06	1.79421437632e-06	2.76340805589e-06	0.0	0.0	0.0	1.84463386785e-06	1.24965322123e-06	0.0	0.0	0.0	0.0	2.34981454089e-06	0.0	1.7944880505e-06	4.47821014897e-06	0.0	1.32374588315e-06	0.0	0.0	1.66973341036e-06	1.62383003046e-06	2.78538342195e-06	2.31271623897e-06	0.0	0.0	0.0	0.0	1.29179439284e-06	0.0	1.32555673383e-06	0.0	2.11007635311e-06	0.0	1.00640070851e-05	0.0	0.0	0.0	0.0	3.20443493795e-06	1.38269938871e-06	0.0	0.0	0.0	0.0	0.0
